generated,expanded,reopened,cost,g1,h1,g2,h2,g3,h3,w,is-W-opt
10051.0,3705.0,1978.0,482.0,0.0,354.0,2.0,354.0,2.0,354.0,1.5,true
17824.0,6382.0,4875.0,416.0,0.0,354.0,2.0,354.0,2.0,354.0,1.5,true
6379.0,2263.0,871.0,408.0,0.0,354.0,2.0,354.0,2.0,354.0,1.5,true
473318.0,170465.0,158533.0,844.0,0.0,444.0,2.0,444.0,2.0,444.0,1.5,true
85316.0,30555.0,27379.0,766.0,0.0,444.0,2.0,444.0,2.0,444.0,1.5,true
21588.0,7800.0,3421.0,748.0,0.0,444.0,2.0,444.0,2.0,444.0,1.5,true
2583.0,930.0,145.0,742.0,0.0,444.0,2.0,444.0,2.0,444.0,1.5,true
3030.0,1093.0,114.0,740.0,0.0,444.0,2.0,444.0,2.0,444.0,1.5,true
21854.0,8002.0,5924.0,676.0,0.0,412.0,2.0,412.0,2.0,412.0,1.5,true
48412.0,17156.0,13690.0,570.0,0.0,412.0,2.0,412.0,2.0,412.0,1.5,true
5747.0,2042.0,1040.0,544.0,0.0,412.0,2.0,412.0,2.0,412.0,1.5,true
2394.0,868.0,365.0,538.0,0.0,412.0,2.0,412.0,2.0,412.0,1.5,true
26386.0,9615.0,7481.0,614.0,0.0,394.0,2.0,394.0,2.0,394.0,1.5,true
29238.0,10307.0,8422.0,536.0,0.0,394.0,2.0,394.0,2.0,394.0,1.5,true
13259.0,4721.0,4113.0,516.0,0.0,394.0,2.0,394.0,2.0,394.0,1.5,true
19956.0,7090.0,5010.0,512.0,0.0,394.0,2.0,394.0,2.0,394.0,1.5,true
17260.0,6136.0,5796.0,508.0,0.0,394.0,2.0,394.0,2.0,394.0,1.5,true
5916.0,2161.0,300.0,576.0,0.0,410.0,2.0,410.0,2.0,410.0,1.5,true
142840.0,51160.0,45032.0,558.0,0.0,410.0,2.0,410.0,2.0,410.0,1.5,true
28290.0,10101.0,5850.0,546.0,0.0,410.0,2.0,410.0,2.0,410.0,1.5,true
23358.0,8609.0,6000.0,930.0,0.0,600.0,2.0,600.0,2.0,600.0,1.5,true
213332.0,76430.0,69218.0,780.0,0.0,600.0,2.0,600.0,2.0,600.0,1.5,true
119324.0,42572.0,37414.0,732.0,0.0,600.0,2.0,600.0,2.0,600.0,1.5,true
26029.0,9301.0,6917.0,718.0,0.0,600.0,2.0,600.0,2.0,600.0,1.5,true
17458.0,6231.0,4423.0,714.0,0.0,600.0,2.0,600.0,2.0,600.0,1.5,true
11022.0,4055.0,2423.0,594.0,0.0,420.0,2.0,420.0,2.0,420.0,1.5,true
25494.0,9072.0,4811.0,550.0,0.0,420.0,2.0,420.0,2.0,420.0,1.5,true
8015.0,2826.0,79.0,548.0,0.0,420.0,2.0,420.0,2.0,420.0,1.5,true
51657.0,18982.0,14165.0,1032.0,0.0,648.0,2.0,648.0,2.0,648.0,1.5,true
55517.0,19685.0,12077.0,910.0,0.0,648.0,2.0,648.0,2.0,648.0,1.5,true
13707.0,4940.0,2748.0,892.0,0.0,648.0,2.0,648.0,2.0,648.0,1.5,true
20295.0,7212.0,4341.0,886.0,0.0,648.0,2.0,648.0,2.0,648.0,1.5,true
20537.0,7333.0,5214.0,884.0,0.0,648.0,2.0,648.0,2.0,648.0,1.5,true
22073.0,8128.0,5598.0,854.0,0.0,540.0,2.0,540.0,2.0,540.0,1.5,true
