InstanceID,Found,Depth,Cost,Iterations,Generated,Expanded,Cpu Time,Wall Time,delta,epsilon,pacCondition,Domain
93,1,41,41.0,4,5659,151,15,10,0.2,0.1,org.cs4j.core.algorithms.pac.conditions.MLPacCondition,Pancakes,
94,1,40,40.0,5,48025,1265,62,50,0.2,0.1,org.cs4j.core.algorithms.pac.conditions.MLPacCondition,Pancakes,
95,1,43,43.0,3,5604,149,15,10,0.2,0.1,org.cs4j.core.algorithms.pac.conditions.MLPacCondition,Pancakes,
96,1,41,41.0,4,68576,1807,46,60,0.2,0.1,org.cs4j.core.algorithms.pac.conditions.MLPacCondition,Pancakes,
97,1,42,42.0,5,10422,277,15,10,0.2,0.1,org.cs4j.core.algorithms.pac.conditions.MLPacCondition,Pancakes,
98,1,40,40.0,4,13760,365,15,10,0.2,0.1,org.cs4j.core.algorithms.pac.conditions.MLPacCondition,Pancakes,
99,1,46,46.0,2,2639,70,15,10,0.2,0.1,org.cs4j.core.algorithms.pac.conditions.MLPacCondition,Pancakes,
100,1,38,38.0,5,25522,673,15,30,0.2,0.1,org.cs4j.core.algorithms.pac.conditions.MLPacCondition,Pancakes,
51,1,38,38.0,3,41690,1099,46,50,0.5,0.1,org.cs4j.core.algorithms.pac.conditions.MLPacCondition,Pancakes,
52,1,39,39.0,2,1673,45,0,0,0.5,0.1,org.cs4j.core.algorithms.pac.conditions.MLPacCondition,Pancakes,
53,1,39,39.0,2,2323,62,0,0,0.5,0.1,org.cs4j.core.algorithms.pac.conditions.MLPacCondition,Pancakes,
54,1,41,41.0,7,303942,8002,374,375,0.5,0.1,org.cs4j.core.algorithms.pac.conditions.MLPacCondition,Pancakes,
55,1,43,43.0,2,2503,66,0,0,0.5,0.1,org.cs4j.core.algorithms.pac.conditions.MLPacCondition,Pancakes,
56,1,40,40.0,3,8158,216,15,10,0.5,0.1,org.cs4j.core.algorithms.pac.conditions.MLPacCondition,Pancakes,
57,1,45,45.0,2,3607,96,15,10,0.5,0.1,org.cs4j.core.algorithms.pac.conditions.MLPacCondition,Pancakes,
58,1,40,40.0,6,60273,1590,109,120,0.5,0.1,org.cs4j.core.algorithms.pac.conditions.MLPacCondition,Pancakes,
59,1,38,38.0,6,75801,1997,93,100,0.5,0.1,org.cs4j.core.algorithms.pac.conditions.MLPacCondition,Pancakes,
60,1,41,41.0,5,75096,1980,62,60,0.5,0.1,org.cs4j.core.algorithms.pac.conditions.MLPacCondition,Pancakes,
